Year,Month,Unit,Dacoity,Robbery,Murder,Speedy_Trial,Riot,Woman_Child_Repression,Kidnapping,Police_Assault,Burglary,Theft,Other_Cases,Arms_Act,Explosive_Act,Narcotics,Smuggling,Recovery_Cases,Total_Cases
2024,June,Rajshahi Range,0,8,36,3,0,221,4,3,10,79,816,27,3,24,889,835,2069.0
2024,June,Rangpur Range,0,5,20,2,0,184,4,1,8,57,839,0,0,5,470,465,1590.0
2024,June,Railway Range,0,0,3,1,0,1,0,0,0,16,16,0,0,0,12,12,49.0
2024,July,DMP,3,15,59,16,46,109,1,44,32,134,510,7,26,8,456,415,1425.0
2024,July,CMP,1,9,10,2,5,35,2,2,11,27,114,1,2,0,112,109,330.0
2024,July,KMP,0,2,4,1,0,14,0,1,5,12,35,1,1,0,121,119,195.0
2024,July,RMP,1,1,3,1,1,19,2,2,3,18,41,2,5,1,106,98,198.0
2024,July,BMP,0,0,2,1,0,19,0,5,5,8,49,0,2,0,57,55,146.0
2024,July,SMP,1,0,3,6,0,16,0,8,6,7,49,0,1,20,57,36,153.0
2024,July,RPMP,0,0,2,0,0,5,2,0,0,8,60,0,0,0,32,32,109.0
2024,July,GMP,0,4,7,0,0,33,2,9,3,13,107,1,5,1,78,71,256.0
2024,July,Dhaka Range,13,20,61,12,0,286,6,38,40,81,984,12,8,3,788,765,2329.0
2024,July,Mymensingh Range,0,1,21,5,0,139,1,7,8,51,406,0,6,26,251,219,890.0
2024,July,Chittagong Range,3,21,53,11,0,180,5,24,45,85,930,40,14,27,727,646,2084.0
2024,July,Sylhet Range,1,3,14,4,0,62,1,8,9,60,337,0,1,63,178,114,677.0
2024,July,Khulna Range,1,7,27,15,0,178,1,6,16,84,679,13,4,13,639,609,1653.0
2024,July,Barishal Range,1,1,14,16,0,192,2,1,17,30,381,0,0,0,196,196,851.0
2024,July,Rajshahi Range,2,14,24,9,0,207,3,8,6,83,692,26,28,44,1035,937,2083.0
2024,July,Rangpur Range,0,2,30,3,0,206,4,7,13,72,741,1,0,11,429,417,1507.0
2024,July,Railway Range,0,1,0,0,0,2,0,0,0,12,50,1,0,0,15,14,80.0
2024,August,DMP,4,4,119,10,4,51,11,2,15,43,217,2,0,5,86,79,566.0
2024,August,CMP,0,3,20,3,5,20,2,8,9,18,124,0,1,0,34,33,246.0
2024,August,KMP,1,1,1,0,0,12,1,1,0,3,38,0,0,0,10,10,68.0
2024,August,RMP,0,3,2,0,0,17,1,3,2,4,47,1,1,0,34,18,111.0
2024,August,BMP,0,0,5,1,0,10,0,6,3,4,43,0,0,0,15,15,83.0
2024,August,SMP,0,1,4,8,0,4,1,4,1,4,59,1,0,12,24,11,110.0
2024,August,RPMP,0,0,8,0,0,5,3,0,0,6,32,1,0,0,7,6,61.0
2024,August,GMP,3,1,17,0,0,23,0,3,3,4,48,0,0,0,14,14,116.0
2024,August,Dhaka Range,15,7,148,10,0,185,1,4,32,51,819,3,4,0,121,114,1393.0
2024,August,Mymensingh Range,0,2,26,3,0,87,1,0,3,30,359,1,0,11,52,40,563.0
2024,August,Chittagong Range,4,17,73,5,6,81,3,5,25,47,710,25,13,12,247,197,1223.0
2024,August,Sylhet Range,1,6,29,5,0,28,1,2,2,16,327,0,0,26,48,22,465.0
2024,August,Khulna Range,4,5,62,4,0,90,0,6,5,39,567,4,7,3,100,86,882.0
2024,August,Barishal Range,3,3,19,39,0,129,0,1,14,25,405,0,4,0,26,22,664.0
2024,August,Rajshahi Range,0,5,72,10,0,140,1,2,6,44,662,5,33,15,227,174,1169.0
2024,August,Rangpur Range,2,4,21,1,0,190,1,0,9,32,695,1,1,6,133,125,1088.0
2024,August,Railway Range,0,0,0,0,0,0,0,0,0,14,8,0,0,0,3,3,25.0
2024,September,DMP,5,14,28,8,12,110,22,3,33,75,500,11,0,11,198,176,1008.0
2024,September,CMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024,September,KMP,0,0,1,0,0,26,2,0,5,9,58,1,0,0,20,19,121.0
2024,September,RMP,0,1,5,1,0,18,1,1,3,7,67,0,11,0,23,12,127.0
2024,September,BMP,0,1,1,0,1,16,1,0,10,8,46,0,0,0,15,15,99.0
2024,September,SMP,0,2,1,7,0,10,1,1,7,5,78,2,14,13,40,11,152.0
2024,September,RPMP,0,0,0,0,0,7,4,0,0,4,52,1,0,0,8,7,75.0
2024,September,GMP,3,3,11,1,0,28,0,2,8,9,70,0,0,0,16,16,151.0
2024,September,Dhaka Range,17,22,73,21,0,253,6,6,45,82,1095,8,24,0,239,207,1859.0
2024,September,Mymensingh Range,2,4,16,8,0,126,1,0,8,33,443,5,1,29,102,67,743.0
2024,September,Chittagong Range,5,21,45,12,4,168,8,4,32,88,1060,67,8,20,513,418,1960.0
2024,September,Sylhet Range,6,4,12,12,0,64,3,1,9,44,435,2,1,46,125,76,715.0
2024,September,Khulna Range,2,6,19,15,1,117,8,0,17,65,740,13,17,15,228,183,1218.0
2024,September,Barishal Range,8,2,12,20,1,145,3,0,14,28,456,9,8,0,63,46,752.0
2024,September,Rajshahi Range,2,12,29,7,0,219,1,2,12,59,747,23,44,14,368,287,1458.0
2024,September,Rangpur Range,3,3,20,10,0,235,1,0,19,47,825,5,0,1,219,213,1382.0
2024,September,Railway Range,2,3,1,0,0,0,0,0,0,15,7,2,0,0,17,15,45.0
2024,October,DMP,6,20,20,23,2,125,26,6,47,97,490,15,0,13,386,358,1248.0
2024,October,CMP,1,10,6,8,0,35,5,5,10,24,176,1,0,0,76,75,356.0
2024,October,KMP,1,5,1,0,0,24,4,0,2,14,46,3,0,1,67,63,164.0
2024,October,RMP,0,4,3,0,0,7,0,0,5,5,56,0,5,0,70,65,150.0
2024,October,BMP,1,1,0,0,1,19,0,0,5,1,56,0,1,0,27,26,111.0
2024,October,SMP,1,0,2,5,0,8,1,0,4,8,56,0,11,20,55,24,140.0
2024,October,RPMP,0,1,1,0,0,7,3,0,0,8,48,0,0,0,21,21,89.0
2024,October,GMP,3,3,7,2,0,21,4,0,3,8,70,1,2,0,56,53,177.0
2024,October,Dhaka Range,21,27,62,6,0,225,17,8,49,93,1058,11,4,1,460,444,2026.0
2024,October,Mymensingh Range,2,5,17,8,0,112,6,1,5,53,385,1,0,60,184,123,778.0
2024,October,Chittagong Range,14,30,52,7,2,192,7,3,52,101,1060,43,26,30,705,606,2225.0
2024,October,Sylhet Range,5,4,18,8,0,74,2,5,5,49,340,1,2,74,222,145,732.0
2024,October,Khulna Range,1,14,23,7,0,157,8,3,22,76,663,21,4,5,342,312,1316.0
2024,October,Barishal Range,4,2,5,14,0,165,4,2,15,25,444,8,10,0,129,111,809.0
2024,October,Rajshahi Range,5,19,17,2,0,212,3,1,7,68,634,13,21,27,518,457,1486.0
2024,October,Rangpur Range,3,7,14,3,0,177,6,0,17,75,725,2,0,6,375,367,1402.0
2024,October,Railway Range,0,5,1,0,0,0,0,0,0,17,11,0,0,0,22,22,56.0
2024,November,DMP,2,27,13,15,10,115,17,6,39,125,516,6,0,12,439,421,1324.0
2024,November,CMP,2,10,2,7,0,25,5,12,16,36,138,8,1,2,123,112,376.0
2024,November,KMP,1,2,4,1,0,23,0,1,5,13,36,5,0,1,67,61,153.0
2024,November,RMP,0,2,0,1,0,22,2,0,4,8,52,0,3,0,67,64,158.0
2024,November,BMP,0,0,0,0,0,14,0,4,7,5,53,1,1,0,38,36,118.0
2024,November,SMP,1,1,1,8,0,4,2,2,6,13,62,0,9,20,50,21,150.0
2024,November,RPMP,0,1,0,0,0,7,2,0,0,8,43,0,0,1,18,17,79.0
2024,November,GMP,0,3,3,0,0,21,6,1,2,15,66,3,0,1,89,85,206.0
2024,November,Dhaka Range,16,23,56,8,0,217,9,4,44,86,1098,20,6,4,671,641,2232.0
2024,November,Mymensingh Range,1,3,11,6,0,115,5,1,6,37,387,7,2,39,211,163,783.0
2024,November,Chittagong Range,9,27,32,15,0,174,5,9,37,90,1074,40,10,31,799,718,2271.0
2024,November,Sylhet Range,2,6,16,4,0,75,0,4,7,42,422,3,0,46,172,123,750.0
2024,November,Khulna Range,3,10,22,8,0,134,3,5,17,77,634,31,2,16,465,416,1378.0
2024,November,Barishal Range,4,6,8,14,1,152,2,2,29,31,424,11,2,0,148,135,821.0
2024,November,Rajshahi Range,5,4,27,1,0,179,2,1,7,68,721,21,18,12,572,521,1587.0
2024,November,Rangpur Range,1,4,16,3,0,175,5,1,8,54,694,3,2,5,415,405,1376.0
2024,November,Railway Range,0,4,0,0,0,0,0,0,0,6,12,0,0,4,43,39,65.0
2024,December,DMP,9,39,24,19,9,131,17,8,60,131,584,9,0,7,554,529,1585.0
2024,December,CMP,2,6,4,8,0,25,3,1,11,26,124,3,0,4,128,121,338.0
2024,December,KMP,0,3,2,0,0,10,2,1,4,8,38,4,0,1,75,70,143.0
2024,December,RMP,0,3,1,0,0,12,2,1,4,6,55,1,2,0,93,90,177.0
2024,December,BMP,1,1,1,0,0,11,2,0,3,8,58,0,0,0,33,33,118.0
2024,December,SMP,1,3,2,7,0,11,2,2,2,7,63,0,0,15,49,32,149.0
2024,December,RPMP,1,2,0,0,0,3,2,0,0,10,36,0,0,0,24,24,78.0
2024,December,GMP,1,2,3,0,0,20,1,1,2,8,81,1,0,1,76,74,195.0
2024,December,Dhaka Range,23,22,45,9,0,187,8,9,42,93,967,17,6,4,663,636,2068.0
2024,December,Mymensingh Range,1,6,16,13,0,81,4,0,9,33,418,5,1,54,252,192,833.0
2024,December,Chittagong Range,16,26,32,10,0,159,13,9,39,102,1030,25,2,22,734,685,2170.0
2024,December,Sylhet Range,4,5,16,4,0,56,3,2,7,38,400,2,0,39,139,98,674.0
2024,December,Khulna Range,4,14,19,4,0,125,2,5,13,78,599,16,2,14,462,430,1325.0
2024,December,Barishal Range,3,5,4,13,0,96,2,1,21,36,431,5,1,0,130,124,742.0
2024,December,Rajshahi Range,4,11,23,3,0,132,4,3,5,74,693,13,12,11,556,520,1508.0
2024,December,Rangpur Range,1,7,12,0,0,146,7,1,15,59,750,4,1,9,467,453,1465.0
2024,December,Railway Range,0,4,0,0,0,0,0,0,0,12,12,0,0,0,26,26,54.0
2025,January,DMP,8,54,36,24,7,127,31,10,60,146,679,12,5,9,609,583,1791.0
2025,January,CMP,2,7,3,7,0,26,5,4,12,28,120,3,0,2,157,152,371.0
2025,January,KMP,2,1,2,3,0,19,2,0,0,14,47,4,0,1,88,83,178.0
2025,January,RMP,0,0,2,0,0,12,1,1,4,5,51,1,1,0,89,87,166.0
2025,January,BMP,0,0,2,3,0,13,1,1,2,1,47,0,0,0,40,39,110.0
2025,January,SMP,0,2,3,2,0,25,1,3,3,5,49,2,0,0,25,23,115.0
2025,January,RPMP,0,2,1,0,0,4,5,0,0,7,32,1,2,0,23,20,74.0
2025,January,GMP,2,9,5,2,0,25,2,1,7,10,116,6,0,0,78,72,257.0
2025,January,Dhaka Range,24,31,76,4,0,229,16,5,44,106,1092,15,8,3,751,725,2378.0
2025,January,Mymensingh Range,4,2,13,11,0,85,5,2,7,46,427,3,0,28,265,234,867.0
2025,January,Chittagong Range,8,27,51,11,0,191,16,5,50,92,970,45,4,26,778,703,2199.0
2025,January,Sylhet Range,1,5,22,4,0,43,5,1,5,50,288,3,0,38,186,145,603.0
2025,January,Khulna Range,1,4,21,3,0,70,1,1,12,47,535,11,2,4,495,478,1206.0
2025,January,Barishal Range,0,3,11,8,0,107,0,0,14,31,387,2,0,1,160,157,724.0
2025,January,Rajshahi Range,3,8,15,6,0,123,2,3,4,77,710,27,14,24,731,666,1748.0
2025,January,Rangpur Range,3,2,10,0,0,143,3,1,9,78,689,0,0,5,404,399,1339.0
2025,January,Railway Range,0,1,3,0,0,1,0,0,0,11,17,0,0,0,14,14,46.0
2025,February,DMP,6,46,38,18,9,142,18,7,36,117,638,8,1,8,491,474,1566.0
2025,February,CMP,1,10,3,5,0,23,5,4,11,22,114,4,0,1,106,101,304.0
2025,February,KMP,0,1,1,0,0,7,3,0,2,14,45,1,0,0,75,74,148.0
2025,February,RMP,1,5,4,0,1,6,2,0,2,7,53,2,2,0,95,91,176.0
2025,February,BMP,0,0,2,3,0,10,1,0,2,2,47,0,0,0,39,37,104.0
2025,February,SMP,1,2,4,3,0,16,1,0,3,3,48,2,0,2,26,22,111.0
2025,February,RPMP,0,1,1,0,0,10,2,0,0,5,26,1,0,0,21,20,66.0
2025,February,GMP,1,4,4,2,0,22,2,0,5,3,93,2,1,0,62,59,209.0
2025,February,Dhaka Range,25,25,66,8,0,229,10,7,37,111,1051,13,0,1,577,563,2146.0
2025,February,Mymensingh Range,1,4,19,10,0,94,3,1,6,35,372,2,0,38,247,207,792.0
2025,February,Chittagong Range,13,14,50,11,0,171,10,5,43,75,896,32,4,25,662,601,1950.0
2025,February,Sylhet Range,2,6,13,3,0,79,1,5,4,50,385,1,0,23,127,103,675.0
2025,February,Khulna Range,2,11,22,2,0,140,2,1,18,60,591,12,7,8,342,315,1193.0
2025,February,Barishal Range,1,3,12,2,0,108,0,0,12,24,360,3,0,1,131,127,686.0
2025,February,Rajshahi Range,5,6,16,6,0,131,0,2,7,77,634,31,2,16,465,416,1378.0
2025,February,Rangpur Range,1,4,16,3,0,175,5,1,8,54,694,3,2,5,415,405,1376.0
2025,February,Railway Range,0,4,0,0,0,0,0,0,0,6,12,0,0,4,43,39,65.0
2025,March,DMP,3,38,33,12,15,162,19,23,43,137,699,20,2,10,570,538,1754.0
2025,March,CMP,1,4,7,8,0,46,1,3,5,20,53,4,0,0,65,61,170.0
2025,March,KMP,0,5,1,3,0,14,3,0,5,13,32,1,0,0,78,74,157.0
2025,March,RMP,0,1,3,1,1,19,3,2,3,4,45,1,4,0,53,48,135.0
2025,March,BMP,0,0,2,1,0,24,0,0,2,12,50,2,1,0,40,37,130.0
2025,March,SMP,0,0,2,3,0,10,0,0,2,6,33,0,0,0,14,14,69.0
2025,March,RPMP,0,0,0,0,0,7,2,0,0,8,44,1,0,0,28,27,117.0
2025,March,GMP,1,5,5,2,0,41,0,1,4,13,94,2,1,1,78,74,244.0
2025,March,Dhaka Range,21,42,66,4,0,375,10,22,43,144,1325,17,1,1,639,620,2691.0
2025,March,Mymensingh Range,2,7,22,5,0,132,2,2,9,39,498,0,1,67,291,223,1009.0
2025,March,Chittagong Range,13,25,65,16,0,246,11,9,40,121,1208,50,2,29,836,755,2527.0
2025,March,Sylhet Range,3,5,13,1,0,58,2,2,5,53,328,1,0,30,157,126,686.0
2025,March,Khulna Range,2,11,36,12,0,123,4,1,20,70,593,13,3,12,652,617,1540.0
2025,March,Barishal Range,5,1,14,7,0,102,1,0,14,31,438,2,0,1,190,187,831.0
2025,March,Rajshahi Range,7,10,21,4,0,153,1,3,10,80,735,32,18,19,951,900,2031.0
2025,March,Rangpur Range,2,10,26,0,0,174,3,2,11,63,656,0,0,5,385,380,1332.0
2025,March,Railway Range,0,3,0,1,0,1,0,0,0,14,27,0,0,0,27,27,73.0
2025,April,DMP,7,37,29,12,1,191,19,7,48,118,540,5,6,24,538,503,1547.0
2025,April,CMP,0,3,0,8,0,51,3,3,16,27,148,5,0,5,130,120,400.0
2025,April,KMP,0,0,2,2,0,15,1,1,7,16,52,5,0,0,59,54,155.0
2025,April,RMP,0,2,2,1,0,21,0,0,4,13,58,0,0,0,72,72,173.0
2025,April,BMP,0,0,0,3,0,12,1,0,1,6,33,0,0,0,14,14,69.0
2025,April,SMP,0,1,2,5,0,27,1,1,3,8,48,3,0,0,23,20,122.0
2025,April,RPMP,0,0,0,0,0,6,0,0,0,7,33,0,0,0,24,24,70.0
2025,April,GMP,4,9,8,0,0,33,2,0,4,9,99,2,1,0,68,64,237.0
2025,April,Dhaka Range,11,28,74,6,0,345,19,12,52,96,1388,18,7,0,699,674,2730.0
2025,April,Mymensingh Range,0,7,21,6,0,120,2,1,4,37,512,4,0,42,339,293,1049.0
2025,April,Chittagong Range,8,19,66,15,2,278,15,7,39,98,1298,48,2,27,781,704,2626.0
2025,April,Sylhet Range,3,6,20,0,0,97,4,2,7,48,318,1,0,33,150,116,694.0
2025,April,Khulna Range,0,16,32,14,0,207,3,4,17,77,634,31,2,16,465,416,1378.0
2025,April,Barishal Range,4,6,8,14,1,152,2,2,29,31,424,11,2,0,148,135,821.0
2025,April,Rajshahi Range,5,4,27,1,0,179,2,1,7,68,721,21,18,12,572,521,1587.0
2025,April,Rangpur Range,1,4,16,3,0,175,5,1,8,54,694,3,2,5,415,405,1376.0
2025,April,Railway Range,0,4,0,0,0,0,0,0,0,6,12,0,0,4,43,39,65.0
2025,May,DMP,5,40,32,12,6,183,25,9,50,128,630,44,2,21,613,546,1733.0
2025,May,CMP,0,8,6,14,0,47,0,4,8,5,43,1,0,2,93,78,175.0
2025,May,KMP,1,5,5,2,0,15,0,0,5,13,72,1,0,0,95,93,203.0
2025,May,RMP,1,5,0,0,0,12,2,1,3,11,51,0,2,0,37,36,140.0
2025,May,BMP,1,0,4,1,1,27,1,0,5,14,51,3,0,0,49,45,134.0
2025,May,SMP,0,1,1,2,0,12,0,1,3,7,44,0,0,0,20,20,86.0
2025,May,RPMP,1,1,1,0,0,12,0,0,0,7,44,0,0,0,77,70,270.0
2025,May,GMP,2,9,7,9,0,33,5,0,2,14,121,5,2,2,109,100,308.0
2025,May,Dhaka Range,24,39,94,9,0,375,15,16,45,121,1197,48,6,2,809,753,2744.0
2025,May,Mymensingh Range,2,3,17,3,0,123,1,2,5,47,428,1,0,45,305,257,984.0
2025,May,Chittagong Range,12,20,55,8,1,242,9,11,53,85,1218,51,2,41,856,766,2674.0
2025,May,Sylhet Range,3,5,13,0,0,66,1,2,7,53,322,1,0,30,153,122,678.0
2025,May,Khulna Range,2,13,29,12,0,165,3,3,25,85,618,22,2,23,479,432,1496.0
2025,May,Barishal Range,4,7,12,1,0,111,1,2,21,25,435,5,1,3,184,175,843.0
2025,May,Rajshahi Range,2,11,26,4,0,152,0,1,12,87,708,24,19,13,630,586,1680.0
2025,May,Rangpur Range,1,2,15,0,0,177,3,1,10,75,699,3,2,3,428,422,1418.0
2025,May,Railway Range,0,2,0,0,0,0,0,0,0,7,15,1,0,4,45,40,73.0
2025,June,DMP,4,32,49,8,4,168,20,6,55,90,456,45,4,10,564,505,1456.0
2025,June,CMP,0,7,7,9,0,34,3,1,15,36,100,5,0,0,138,133,350.0
2025,June,KMP,0,4,3,1,0,14,0,0,8,14,35,7,1,2,61,51,141.0
2025,June,RMP,0,7,0,0,0,19,3,0,3,14,63,0,0,1,58,57,174.0
2025,June,BMP,0,1,1,0,0,12,1,0,2,5,38,0,0,0,34,32,94.0
2025,June,SMP,0,2,5,0,0,12,0,0,4,5,50,1,1,4,31,25,111.0
2025,June,RPMP,1,1,0,0,0,7,0,0,0,8,30,0,0,0,22,22,69.0
2025,June,GMP,1,5,8,0,0,24,6,3,7,12,76,1,1,0,59,57,201.0
2025,June,Dhaka Range,22,37,82,9,0,318,17,8,50,104,1233,36,3,5,755,711,2635.0
2025,June,Mymensingh Range,1,6,19,5,0,133,2,1,8,39,536,6,0,36,318,276,1068.0
2025,June,Chittagong Range,8,13,53,11,1,246,10,9,43,98,1118,41,2,31,792,718,2401.0
2025,June,Sylhet Range,2,5,15,4,0,74,2,0,6,50,310,1,0,33,161,127,660.0
2025,June,Khulna Range,2,7,27,10,0,157,4,4,19,65,550,13,4,14,507,476,1439.0
2025,June,Barishal Range,3,4,12,3,0,119,1,2,13,29,425,2,2,0,149,145,755.0
2025,June,Rajshahi Range,2,12,25,3,0,183,1,1,10,75,700,21,17,10,603,565,1732.0
2025,June,Rangpur Range,2,3,17,3,0,165,3,1,10,65,650,2,0,5,405,398,1329.0
2025,June,Railway Range,0,1,0,0,0,0,0,0,0,8,18,0,0,0,30,30,57.0
2025,July,DMP,4,38,75,8,3,171,25,5,46,101,555,23,13,11,575,528,1606.0
2025,July,CMP,0,8,9,4,0,54,6,4,16,28,129,3,0,5,164,156,422.0
2025,July,KMP,0,0,2,1,0,14,1,0,7,14,38,2,0,0,63,61,140.0
2025,July,RMP,0,4,2,0,0,18,3,2,6,14,64,4,0,0,90,86,203.0
2025,July,BMP,0,0,3,1,0,15,1,1,3,6,31,0,0,0,25,24,90.0
2025,July,SMP,0,0,3,1,0,14,0,1,3,14,50,1,0,0,24,23,107.0
2025,July,RPMP,1,1,0,0,0,7,0,0,0,8,32,4,0,0,24,20,74.0
2025,July,GMP,2,3,9,0,0,32,6,2,5,13,93,0,0,0,73,70,238.0
2025,July,Dhaka Range,22,36,77,14,0,364,12,6,70,142,1102,20,0,2,901,879,2746.0
2025,July,Mymensingh Range,0,3,23,7,0,114,10,1,7,36,408,0,0,31,325,293,934.0
2025,July,Chittagong Range,11,25,46,16,0,239,18,7,58,124,935,50,2,27,942,863,2421.0
2025,July,Sylhet Range,1,4,15,1,0,52,2,0,5,38,309,1,0,31,156,124,643.0
2025,July,Khulna Range,2,12,23,10,0,165,3,3,16,69,573,15,3,15,535,502,1415.0
2025,July,Barishal Range,3,4,12,3,0,123,0,0,11,36,412,4,0,0,176,172,780.0
2025,July,Rajshahi Range,3,7,21,4,0,147,2,2,10,74,688,20,16,16,613,563,1716.0
2025,July,Rangpur Range,2,5,15,2,0,167,4,1,10,61,634,2,0,5,387,380,1314.0
2025,July,Railway Range,0,0,0,0,0,0,0,0,0,7,12,0,0,0,16,16,35.0
2025,August,DMP,2,52,32,7,1,159,16,5,51,132,555,14,13,10,594,557,1606.0
2025,August,CMP,1,10,3,7,0,49,6,7,13,25,134,4,0,5,145,136,400.0
2025,August,KMP,0,0,2,0,0,17,3,0,7,20,75,1,0,0,71,70,200.0
2025,August,RMP,0,4,3,0,0,18,3,0,7,20,75,1,0,0,71,70,200.0
2025,August,BMP,0,0,3,0,0,17,0,1,3,9,38,1,0,0,43,42,125.0
2025,August,SMP,0,1,5,0,0,12,1,0,4,16,61,0,1,7,33,25,125.0
2025,August,RPMP,0,0,0,0,0,17,0,0,2,5,25,0,0,0,16,15,61.0
2025,August,GMP,0,0,0,0,0,27,3,2,6,26,88,1,1,0,82,81,250.0
2025,August,Dhaka Range,19,36,73,8,0,346,19,6,49,159,1156,20,3,7,924,894,2795.0
2025,August,Mymensingh Range,0,5,24,1,0,104,5,3,10,34,364,4,0,45,358,309,908.0
2025,August,Chittagong Range,17,18,42,17,1,229,15,6,76,134,1014,52,2,43,1061,964,2630.0
2025,August,Sylhet Range,2,5,17,3,0,79,4,0,6,56,310,1,0,30,162,127,678.0
2025,August,Khulna Range,2,13,29,13,0,170,4,3,20,60,534,13,1,14,580,552,1482.0
2025,August,Barishal Range,4,4,16,5,0,131,0,0,13,31,399,4,0,0,155,151,758.0
2025,August,Rajshahi Range,5,6,16,1,0,157,2,1,14,75,699,21,18,12,597,546,1753.0
2025,August,Rangpur Range,1,3,14,2,0,170,4,1,8,55,688,2,0,5,412,405,1365.0
2025,August,Railway Range,0,0,0,0,0,1,0,0,0,8,12,0,0,0,18,18,39.0
